formatted_cust_id,cust_numeric_suffix,cust_id_length,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,tenure_numeric,snapshot_month,balance_tier,account_status_desc,purchase_rank
CUST_11413,11413,6,4183.877488,1.00000,353.75,0.00,353.75,4137.15,0.83333,0.00000,0.83333,0.25000,6,19,9000.00,8713.85,1677.29,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4006
CUST_11414,11414,6,1140.787563,1.00000,2796.54,2096.49,700.05,0.00,0.83333,0.16667,0.75000,0.00000,0,15,4500.00,2139.87,260.66,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,736
CUST_11415,11415,6,281.469522,1.00000,2500.03,2170.26,329.77,0.00,0.91667,0.91667,0.41667,0.00000,0,25,12000.00,2463.04,199.94,0.90909,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,858
CUST_11416,11416,6,73.507271,1.00000,890.45,890.45,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,17,8500.00,999.61,171.60,0.36364,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2447
CUST_11417,11417,6,2297.696272,1.00000,2764.00,2590.00,174.00,284.18,0.41667,0.25000,0.25000,0.08333,1,9,6000.00,651.89,800.04,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,743
CUST_11418,11418,6,1064.037564,0.90000,55.52,0.00,55.52,0.00,0.40000,0.00000,0.30000,0.00000,0,4,4000.00,2427.69,717.75,0.00000,10,10,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,158
CUST_11419,11419,6,2792.534256,1.00000,9661.37,9661.37,0.00,0.00,0.41667,0.41667,0.00000,0.00000,0,12,8500.00,6000.76,682.27,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,77
CUST_11420,11420,6,606.246031,0.90909,3876.00,2380.00,1496.00,914.84,0.83333,0.16667,0.75000,0.08333,1,21,6500.00,1745.67,171.04,0.09091,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,453
CUST_11421,11421,6,65.253182,0.36364,1027.41,1027.41,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,7,6000.00,1558.23,165.82,0.66667,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2191
CUST_11422,11422,6,73.532797,0.36364,1185.30,661.30,524.00,215.95,0.33333,0.16667,0.25000,0.08333,1,6,2500.00,1558.33,58.67,0.18182,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1955
CUST_11423,11423,6,23.956905,0.63636,186.05,186.05,0.00,0.00,0.41667,0.41667,0.00000,0.00000,0,7,16500.00,410.80,209.05,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4851
CUST_11424,11424,6,4098.215967,1.00000,0.00,0.00,0.00,1665.30,0.00000,0.00000,0.00000,0.25000,4,0,7500.00,922.09,1313.85,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11425,11425,6,1916.470203,1.00000,380.00,0.00,380.00,0.00,0.50000,0.00000,0.41667,0.00000,0,6,8500.00,577.25,439.34,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3891
CUST_11426,11426,6,21.639571,1.00000,191.70,0.00,191.70,0.00,0.66667,0.00000,0.66667,0.00000,0,16,7000.00,3692.25,100.89,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4826
CUST_11427,11427,6,841.398158,1.00000,860.20,264.35,595.85,0.00,0.75000,0.16667,0.66667,0.00000,0,16,15500.00,1198.79,194.36,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2501
CUST_11428,11428,6,3857.747562,1.00000,777.92,391.45,386.47,274.02,1.00000,0.08333,1.00000,0.08333,1,39,6500.00,5845.78,1151.42,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2677
CUST_11429,11429,6,1920.231187,1.00000,167.08,167.08,0.00,132.90,0.16667,0.16667,0.00000,0.16667,2,2,2300.00,625.53,472.31,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4958
CUST_11430,11430,6,304.664917,1.00000,2601.67,2508.57,93.10,0.00,0.66667,0.58333,0.08333,0.00000,0,18,4000.00,2875.01,150.18,0.16667,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,811
CUST_11431,11431,6,1.753241,0.57143,0.00,0.00,0.00,390.93,0.00000,0.00000,0.00000,0.14286,2,0,3000.00,704.79,46.40,1.00000,7,7,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,130
CUST_11432,11432,6,1.599053,0.27273,188.00,188.00,0.00,149.17,0.08333,0.08333,0.00000,0.08333,1,1,3000.00,356.47,19.33,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4840
CUST_11433,11433,6,7422.444145,1.00000,148.29,148.29,0.00,9313.10,0.08333,0.08333,0.00000,0.41667,17,2,9000.00,2299.22,2988.43,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5062
CUST_11434,11434,6,198.313970,0.90909,487.61,487.61,0.00,0.00,0.16667,0.16667,0.00000,0.00000,0,8,3000.00,90.17,198.00,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3460
CUST_11435,11435,6,2712.176691,1.00000,0.00,0.00,0.00,1835.81,0.00000,0.00000,0.00000,0.41667,12,0,3000.00,659.76,1053.77,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11436,11436,6,14.434808,1.00000,237.48,0.00,237.48,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,216.92,169.95,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4580
CUST_11437,11437,6,1376.244070,1.00000,0.00,0.00,0.00,501.21,0.00000,0.00000,0.00000,0.25000,4,0,1500.00,685.23,339.66,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11438,11438,6,164.684836,1.00000,622.90,622.90,0.00,464.88,0.54546,0.54546,0.00000,0.09091,1,7,3000.00,825.93,171.75,0.10000,11,11,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,92
CUST_11439,11439,6,2837.112414,1.00000,0.00,0.00,0.00,99.97,0.00000,0.00000,0.00000,0.08333,1,0,8000.00,660.78,803.19,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11440,11440,6,931.047119,1.00000,494.00,444.00,50.00,0.00,0.33333,0.25000,0.08333,0.00000,0,7,4000.00,415.14,354.78,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3445
CUST_11441,11441,6,438.753147,1.00000,1252.10,1057.10,195.00,0.00,1.00000,1.00000,0.41667,0.00000,0,21,6500.00,867.53,172.36,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1859
CUST_11442,11442,6,364.398745,1.00000,1087.66,561.06,526.60,0.00,0.91667,0.58333,0.83333,0.00000,0,22,3000.00,763.74,189.95,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2091
CUST_11443,11443,6,2135.365916,1.00000,0.00,0.00,0.00,1884.67,0.00000,0.00000,0.00000,0.16667,3,0,3000.00,565.66,659.68,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11444,11444,6,27.164388,1.00000,554.35,464.63,89.72,0.00,1.00000,1.00000,0.16667,0.00000,0,16,3000.00,446.72,145.31,0.27273,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3229
CUST_11445,11445,6,468.693449,1.00000,4930.68,4012.00,918.68,0.00,1.00000,0.41667,1.00000,0.00000,0,40,12000.00,4552.74,217.94,0.83333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,292
CUST_11446,11446,6,1080.956258,1.00000,386.78,386.78,0.00,2208.47,0.33333,0.33333,0.00000,0.33333,7,7,2600.00,3078.37,402.10,0.09091,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3866
CUST_11447,11447,6,2849.474770,1.00000,574.92,0.00,574.92,0.00,1.00000,0.00000,1.00000,0.00000,0,12,2500.00,3909.15,5092.80,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3163
CUST_11448,11448,6,584.287125,0.81818,0.00,0.00,0.00,918.15,0.00000,0.00000,0.00000,0.08333,2,0,1000.00,1029.19,277.37,0.12500,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_11449,11449,6,3304.829014,1.00000,2577.70,2577.70,0.00,0.00,0.58333,0.58333,0.00000,0.00000,0,23,5000.00,1411.39,770.48,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,825
CUST_11450,11450,6,39.665224,1.00000,265.92,0.00,265.92,0.00,0.91667,0.00000,0.91667,0.00000,0,11,2000.00,295.68,136.23,0.36364,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4429
CUST_11451,11451,6,83.279708,0.54546,899.73,899.73,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,5,8000.00,1846.83,136.93,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2427
CUST_11452,11452,6,227.636073,1.00000,3050.64,1070.12,1980.52,0.00,1.00000,0.66667,0.91667,0.00000,0,46,8000.00,2597.77,168.62,0.36364,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,653
CUST_11453,11453,6,928.666372,1.00000,0.00,0.00,0.00,1148.99,0.00000,0.00000,0.00000,0.50000,6,0,1000.00,1374.84,392.68,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_11454,11454,6,57.764354,0.54546,454.20,0.00,454.20,0.00,0.50000,0.00000,0.41667,0.00000,0,15,10500.00,712.99,164.37,0.25000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3583
CUST_11455,11455,6,116.626679,1.00000,533.99,178.80,355.19,0.00,0.91667,0.50000,0.66667,0.00000,0,32,4000.00,606.89,169.51,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3307
CUST_11456,11456,6,8787.333948,1.00000,0.00,0.00,0.00,7446.55,0.00000,0.00000,0.00000,0.16667,2,0,12000.00,1919.11,3017.64,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_11457,11457,6,4007.323260,1.00000,3333.95,1317.01,2016.94,513.29,1.00000,0.50000,1.00000,0.08333,2,91,6000.00,6967.67,2158.45,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,577
CUST_11458,11458,6,972.665818,1.00000,10549.19,9180.41,1368.78,0.00,1.00000,1.00000,1.00000,0.00000,0,248,9000.00,10114.19,209.88,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,62
CUST_11459,11459,6,697.525591,1.00000,462.38,45.65,416.73,345.33,0.50000,0.08333,0.50000,0.08333,1,12,1000.00,134.94,376.70,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3554
CUST_11460,11460,6,4279.153917,1.00000,1006.17,1006.17,0.00,0.00,0.30000,0.30000,0.00000,0.00000,0,9,7500.00,836.92,920.73,0.00000,10,10,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,46
CUST_11461,11461,6,920.922411,1.00000,1227.93,459.55,768.38,0.00,0.91667,0.16667,0.91667,0.00000,0,15,8500.00,2219.82,224.33,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1889
CUST_11463,11463,6,3308.148118,1.00000,3767.75,160.00,3607.75,2567.22,0.91667,0.08333,0.83333,0.08333,4,84,3000.00,3396.56,4540.64,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,473
CUST_11464,11464,6,19.945714,0.27273,170.00,170.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,6500.00,734.61,166.06,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4938
CUST_11466,11466,6,868.983250,0.81818,1104.65,1104.65,0.00,1180.07,0.41667,0.41667,0.00000,0.16667,2,8,1800.00,1962.56,579.55,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2068
CUST_11467,11467,6,0.001214,0.18182,0.00,0.00,0.00,39.61,0.00000,0.00000,0.00000,0.08333,1,0,7500.00,231.08,0.12,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_11468,11468,6,311.357000,0.81818,2283.07,2283.07,0.00,0.00,0.66667,0.66667,0.00000,0.00000,0,18,9000.00,2395.55,178.05,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,980
CUST_11469,11469,6,21.986298,0.45455,568.78,208.78,360.00,0.00,0.41667,0.08333,0.33333,0.00000,0,10,3800.00,1448.57,83.67,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3182
CUST_11470,11470,6,1245.890862,1.00000,5380.30,3976.99,1403.31,0.00,0.83333,0.50000,0.75000,0.00000,0,32,4500.00,6133.62,442.22,0.10000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,241
CUST_11471,11471,6,867.444685,1.00000,8751.49,6206.99,2544.50,0.00,1.00000,1.00000,0.66667,0.00000,0,63,4000.00,8622.95,209.98,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,94
CUST_11472,11472,6,8625.355309,1.00000,1945.95,0.00,1945.95,8004.40,0.83333,0.00000,0.83333,0.50000,15,50,12000.00,3732.92,3577.00,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,1191
CUST_11473,11473,6,31.973194,0.54546,94.53,94.53,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,2,2100.00,114.61,140.17,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5395
CUST_11474,11474,6,112.973151,1.00000,0.00,0.00,0.00,152.48,0.00000,0.00000,0.00000,0.08333,1,0,6000.00,552.94,207.92,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5984
CUST_11475,11475,6,1337.162883,1.00000,4544.48,2384.44,2160.04,0.00,0.75000,0.08333,0.66667,0.00000,0,25,7500.00,3394.95,380.30,0.08333,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,339
CUST_11476,11476,6,1738.553751,1.00000,0.00,0.00,0.00,90.20,0.00000,0.00000,0.00000,0.16667,3,0,1800.00,440.34,581.50,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11477,11477,6,449.556041,0.45455,143.00,143.00,0.00,1135.03,0.08333,0.08333,0.00000,0.25000,4,2,5000.00,4724.00,351.23,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5099
CUST_11478,11478,6,1227.548135,1.00000,322.00,0.00,322.00,0.00,0.58333,0.00000,0.58333,0.00000,0,13,1000.00,133.36,9285.15,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4159
CUST_11479,11479,6,48.213487,1.00000,403.10,403.10,0.00,0.00,0.66667,0.66667,0.00000,0.00000,0,8,7000.00,341.20,158.74,0.66667,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,3793
CUST_11480,11480,6,58.949864,1.00000,2074.57,998.17,1076.40,0.00,0.91667,0.58333,0.50000,0.00000,0,25,6000.00,1694.49,138.95,0.33333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,1107
CUST_11481,11481,6,1367.479599,0.81818,12375.00,0.00,12375.00,0.00,0.75000,0.00000,0.75000,0.00000,0,9,16500.00,15246.12,295.78,1.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,39
CUST_11482,11482,6,2920.392514,1.00000,2673.73,1221.60,1452.13,5573.51,1.00000,0.33333,1.00000,0.50000,13,59,15000.00,3319.33,649.15,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,780
CUST_11483,11483,6,6462.461789,1.00000,479.98,479.98,0.00,6700.50,0.08333,0.08333,0.00000,0.25000,7,1,10500.00,2373.48,1834.13,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,3492
CUST_11484,11484,6,1887.119184,1.00000,2450.73,1450.73,1000.00,0.00,0.58333,0.16667,0.41667,0.00000,0,13,4200.00,1534.32,612.84,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,892
CUST_11485,11485,6,67.321840,1.00000,685.15,567.65,117.50,0.00,1.00000,1.00000,0.41667,0.00000,0,20,9000.00,526.12,169.90,0.30000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2866
CUST_11486,11486,6,912.857498,1.00000,831.03,93.00,738.03,0.00,0.57143,0.28571,0.71429,0.00000,0,8,5500.00,95.68,195.50,0.00000,7,7,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,31
CUST_11487,11487,6,961.391452,1.00000,3783.25,2991.45,791.80,0.00,1.00000,0.91667,0.75000,0.00000,0,38,11000.00,1907.00,226.70,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,470
CUST_11488,11488,6,1455.846220,1.00000,592.82,450.49,142.33,433.60,0.75000,0.33333,0.50000,0.33333,5,15,1500.00,1227.00,546.46,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,3110
CUST_11489,11489,6,44.687434,0.45455,679.00,620.00,59.00,0.00,0.33333,0.08333,0.16667,0.00000,0,5,3750.00,717.93,80.82,0.30000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2880
CUST_11490,11490,6,7103.925375,1.00000,220.74,0.00,220.74,5315.27,0.25000,0.00000,0.16667,0.41667,15,3,10500.00,2070.71,2923.12,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,4669
CUST_11491,11491,6,2337.713483,1.00000,773.70,773.70,0.00,0.00,0.83333,0.83333,0.00000,0.00000,0,20,9500.00,1004.76,578.18,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2687
CUST_11492,11492,6,619.375758,1.00000,6133.45,5932.61,200.84,0.00,1.00000,1.00000,0.50000,0.00000,0,129,7000.00,5505.52,182.92,0.83333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,181
CUST_11493,11493,6,1168.007346,1.00000,539.00,39.00,500.00,0.00,0.54546,0.09091,0.45455,0.00000,0,6,8500.00,946.11,255.86,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,105
CUST_11494,11494,6,556.359504,1.00000,1111.12,0.00,1111.12,0.00,0.83333,0.00000,0.83333,0.00000,0,10,2500.00,1248.40,171.43,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2055
CUST_11495,11495,6,8151.985277,1.00000,25615.07,25122.77,492.30,0.00,1.00000,1.00000,0.58333,0.00000,0,56,17000.00,17575.20,2465.47,0.16667,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,12
CUST_11496,11496,6,1.198223,0.90909,317.02,149.97,167.05,0.00,0.91667,0.75000,0.66667,0.00000,0,30,6000.00,304.64,28.52,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4181
CUST_11497,11497,6,2492.985289,1.00000,74.50,0.00,74.50,751.60,0.08333,0.00000,0.08333,0.33333,7,1,2500.00,1577.51,997.75,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5530
CUST_11498,11498,6,11431.786210,1.00000,0.00,0.00,0.00,8642.00,0.00000,0.00000,0.00000,0.91667,15,0,14500.00,3967.89,4392.10,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_11499,11499,6,4116.869029,1.00000,0.00,0.00,0.00,5884.64,0.00000,0.00000,0.00000,0.16667,2,0,10500.00,7310.40,1401.25,0.10000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11500,11500,6,1117.368286,1.00000,972.38,0.00,972.38,0.00,1.00000,0.00000,1.00000,0.00000,0,21,1900.00,667.05,538.84,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2294
CUST_11501,11501,6,5705.198620,0.90909,942.68,942.68,0.00,2432.71,0.18182,0.18182,0.00000,0.09091,2,2,9000.00,10909.21,2007.75,0.00000,11,11,2026-09-01 00:00:00+00,High Balance,active_credit_customer,59
CUST_11502,11502,6,916.637780,1.00000,4627.80,2742.39,1885.41,0.00,1.00000,1.00000,1.00000,0.00000,0,89,16500.00,6083.51,289.47,0.08333,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,326
CUST_11503,11503,6,63.685705,1.00000,690.84,0.00,690.84,0.00,1.00000,0.00000,1.00000,0.00000,0,24,2500.00,676.62,171.70,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2853
CUST_11504,11504,6,965.605202,1.00000,215.00,215.00,0.00,0.00,0.25000,0.25000,0.00000,0.00000,0,3,1000.00,398.08,718.18,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4702
CUST_11505,11505,6,173.658581,1.00000,1210.00,0.00,1210.00,0.00,1.00000,0.00000,0.87500,0.00000,0,8,1000.00,977.65,113.49,0.83333,8,8,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,19
CUST_11506,11506,6,4.382924,0.27273,130.24,0.00,152.24,0.00,0.08333,0.00000,0.08333,0.00000,0,0,14000.00,28988.97,1092.18,0.50000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5165
CUST_11507,11507,6,1708.478796,1.00000,1406.14,993.00,413.14,0.00,1.00000,0.41667,0.91667,0.00000,0,27,6500.00,449.23,571.97,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1669
CUST_11508,11508,6,222.321892,0.90909,2417.54,1709.14,708.40,0.00,0.75000,0.33333,0.50000,0.00000,0,17,8500.00,2222.49,163.00,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,911
CUST_11509,11509,6,465.033038,1.00000,247.36,247.36,0.00,5291.77,0.25000,0.25000,0.00000,0.16667,9,2,8500.00,506.37,188.55,0.25000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,4528
CUST_11510,11510,6,6138.163709,1.00000,0.00,0.00,0.00,7193.57,0.00000,0.00000,0.00000,0.91667,22,0,11500.00,1337.06,1654.08,0.00000,12,12,2026-09-01 00:00:00+00,High Balance,active_credit_customer,5984
CUST_11511,11511,6,668.102701,1.00000,4943.92,2300.09,2643.83,0.00,1.00000,0.91667,1.00000,0.00000,0,52,7000.00,4869.03,199.73,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,290
CUST_11512,11512,6,4146.527042,1.00000,178.00,178.00,0.00,764.58,0.08333,0.08333,0.00000,0.33333,4,1,8500.00,911.11,1571.78,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,4899
CUST_11513,11513,6,1687.089580,1.00000,5094.17,4568.17,526.00,0.00,1.00000,1.00000,0.41667,0.00000,0,70,8000.00,3606.99,460.57,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,273
CUST_11514,11514,6,1995.089853,1.00000,8335.69,7400.85,934.84,0.00,1.00000,0.81818,0.27273,0.00000,0,69,7000.00,3348.10,1298.36,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,2
CUST_11515,11515,6,1818.447016,0.90909,413.00,333.00,80.00,1819.48,0.45455,0.18182,0.27273,0.18182,8,7,2000.00,757.10,1588.28,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,137
CUST_11516,11516,6,33.225168,0.90909,655.15,595.42,59.73,109.49,1.00000,1.00000,0.16667,0.08333,1,16,500.00,736.12,99.01,0.22222,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2949
CUST_11517,11517,6,1060.736973,0.63636,0.00,0.00,0.00,2495.30,0.00000,0.00000,0.00000,0.16667,7,0,3000.00,3812.75,414.43,0.16667,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11518,11518,6,129.613905,0.63636,1083.04,1083.04,0.00,0.00,0.33333,0.33333,0.00000,0.00000,0,10,5500.00,1958.46,87.44,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,2101
CUST_11519,11519,6,262.106758,1.00000,2625.84,2625.84,0.00,0.00,1.00000,1.00000,0.00000,0.00000,0,38,4500.00,2489.95,167.45,1.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,795
CUST_11520,11520,6,27.694103,0.44444,474.96,0.00,474.96,0.00,0.33333,0.00000,0.22222,0.00000,0,7,7500.00,611.40,81.11,1.00000,9,9,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,54
CUST_11522,11522,6,294.381106,1.00000,828.00,0.00,828.00,0.00,0.60000,0.00000,0.50000,0.00000,0,6,1000.00,542.11,203.36,0.12500,10,10,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,58
CUST_11523,11523,6,1895.786893,1.00000,2131.31,510.65,1620.66,0.00,1.00000,0.66667,0.91667,0.00000,0,29,5500.00,1095.20,563.71,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1069
CUST_11524,11524,6,2550.528085,1.00000,0.00,0.00,0.00,3155.86,0.00000,0.00000,0.00000,0.80000,17,0,3000.00,674.85,616.79,0.00000,10,10,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,166
CUST_11526,11526,6,2475.660894,0.90909,440.00,440.00,0.00,0.00,0.27273,0.27273,0.00000,0.00000,0,3,10500.00,511.06,492.80,0.00000,11,11,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,132
CUST_11527,11527,6,1499.199430,1.00000,3245.23,2870.33,374.90,0.00,1.00000,1.00000,0.83333,0.00000,0,51,8000.00,2961.63,373.68,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,594
CUST_11528,11528,6,3181.996689,0.90909,2046.06,1605.62,440.44,565.90,1.00000,0.58333,0.91667,0.08333,2,27,10400.00,9801.64,1254.85,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,1126
CUST_11529,11529,6,39.761286,0.45455,2858.26,1027.72,1830.54,0.00,1.00000,0.75000,1.00000,0.00000,0,40,7500.00,3327.96,71.21,0.30000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,714
CUST_11530,11530,6,22.794308,0.63636,12.00,12.00,0.00,0.00,0.08333,0.08333,0.00000,0.00000,0,1,1600.00,119.91,85.19,0.00000,12,12,2026-09-01 00:00:00+00,Low Balance,active_credit_customer,5957
CUST_11531,11531,6,2118.520340,1.00000,0.00,0.00,0.00,4675.29,0.00000,0.00000,0.00000,0.50000,8,0,4000.00,1420.26,503.52,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,5984
CUST_11532,11532,6,2629.928623,1.00000,2830.88,2019.76,811.12,95.28,0.91667,0.91667,0.41667,0.08333,1,62,4500.00,4889.05,1141.96,0.00000,12,12,2026-09-01 00:00:00+00,Medium Balance,active_credit_customer,720
